HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459840.76675,2022-09-18.2666565,bG,1.42,17.116,17.031,0.203,0.559,0.103,g
2459840.76804,2022-09-18.2679531,bG,1.52,16.987,16.462,0.135,0.944,0.116,g
2459840.76935,2022-09-18.2692568,bG,1.49,17.033,>17.033,99.990,0.414,0.112,g
2459841.80468,2022-09-19.3046065,bG,1.42,17.015,16.820,0.183,0.679,0.114,g
2459841.80598,2022-09-19.3059082,bG,1.45,16.930,>16.930,99.990,0.518,0.123,g
2459841.80727,2022-09-19.3071905,bG,1.44,16.962,16.932,0.213,0.612,0.119,g
2459842.88062,2022-09-20.3805571,bG,1.5,16.936,16.400,0.134,1.000,0.122,g
2459842.88191,2022-09-20.3818447,bG,1.49,16.994,16.899,0.201,0.632,0.116,g
2459842.90184,2022-09-20.4017766,bG,1.49,16.638,>16.638,99.990,0.420,0.161,g
2459843.77417,2022-09-21.2741231,bk,1.47,17.002,>17.002,99.990,0.448,0.115,g
2459843.77541,2022-09-21.2753653,bk,1.47,17.041,>17.041,99.990,0.488,0.111,g
2459843.77666,2022-09-21.2766143,bk,1.46,17.114,>17.114,99.990,0.342,0.104,g
2459844.77896,2022-09-22.2789237,bk,1.44,17.010,>17.010,99.990,0.564,0.114,g
2459844.78020,2022-09-22.2801679,bk,1.44,17.063,>17.063,99.990,0.514,0.109,g
2459844.78144,2022-09-22.2814096,bk,1.41,17.117,16.964,0.190,0.595,0.103,g
2459845.78422,2022-09-23.2842101,bk,1.49,17.076,16.658,0.149,0.789,0.107,g
2459845.78547,2022-09-23.2854589,bk,1.47,17.097,>17.097,99.990,0.321,0.105,g
2459845.78671,2022-09-23.2867019,bk,1.44,17.032,16.906,0.195,0.627,0.112,g
2459846.76835,2022-09-24.2683407,bk,1.47,17.006,16.786,0.179,0.701,0.114,g
2459846.76959,2022-09-24.2695809,bk,1.47,17.080,>17.080,99.990,0.367,0.107,g
2459846.77084,2022-09-24.2708391,bk,1.42,17.361,>17.361,99.990,0.407,0.083,g
2459847.80659,2022-09-25.3066047,bk,1.44,17.041,>17.041,99.990,0.516,0.111,g
2459847.80785,2022-09-25.3078650,bk,1.41,17.051,16.719,0.161,0.745,0.110,g
2459847.80909,2022-09-25.3091064,bk,1.47,17.009,16.753,0.173,0.722,0.114,g
2459848.81840,2022-09-26.3184337,bk,1.45,16.361,>16.361,99.990,0.349,0.207,g
2459848.81965,2022-09-26.3196827,bk,1.42,16.336,>16.336,99.990,0.266,0.212,g
2459848.82089,2022-09-26.3209231,bk,1.42,16.352,16.038,0.164,1.396,0.209,g
2459849.58255,2022-09-27.0825869,bo,1.45,16.801,>16.801,99.990,0.629,0.138,g
2459849.58379,2022-09-27.0838287,bo,1.41,16.735,>16.735,99.990,0.725,0.147,g
2459849.58504,2022-09-27.0850775,bo,1.43,16.745,16.655,0.202,0.791,0.146,g
2459850.89411,2022-09-28.3941784,bk,1.57,14.654,>14.654,99.990,-0.296,0.999,g
2459850.89535,2022-09-28.3954177,bk,1.5,99.990,99.990,99.990,99.990,99.990,g
2459851.48082,2022-09-28.9808858,bo,1.44,15.278,>15.278,99.990,0.489,0.562,g
2459851.48206,2022-09-28.9821291,bo,1.45,14.472,>14.472,99.990,0.575,1.181,g
2459851.48331,2022-09-28.9833817,bo,1.43,14.446,>14.446,99.990,-0.342,1.209,g
2459851.72646,2022-09-29.2265297,bG,1.51,17.170,>17.170,99.990,0.479,0.098,g
2459851.72775,2022-09-29.2278164,bG,1.47,17.067,16.870,0.183,0.649,0.108,g
2459851.72904,2022-09-29.2291039,bG,1.5,17.163,16.897,0.171,0.633,0.099,g
2459852.76647,2022-09-30.2665611,bk,1.47,17.129,>17.129,99.990,0.395,0.102,g
2459852.76774,2022-09-30.2678188,bk,1.47,17.021,16.743,0.170,0.729,0.113,g
2459852.76898,2022-09-30.2690688,bk,1.47,17.199,16.815,0.154,0.683,0.096,g
2459854.60340,2022-10-02.1035116,bo,1.55,16.684,>16.684,99.990,0.526,0.154,g
2459854.60464,2022-10-02.1047458,bo,1.59,16.626,>16.626,99.990,0.638,0.162,g
2459854.60588,2022-10-02.1059856,bo,1.57,16.843,>16.843,99.990,0.561,0.133,g
2459855.71796,2022-10-03.2180854,bk,1.46,16.840,>16.840,99.990,0.528,0.133,g
2459855.71920,2022-10-03.2193282,bk,1.46,16.889,>16.889,99.990,0.576,0.127,g
2459855.72044,2022-10-03.2205711,bk,1.47,16.854,16.603,0.174,0.830,0.132,g
2459857.46776,2022-10-04.9679170,bo,1.46,15.985,>15.985,99.990,1.012,0.293,g
2459857.47025,2022-10-04.9703993,bo,1.49,16.147,>16.147,99.990,0.838,0.252,g
2459858.71652,2022-10-06.2166951,bG,1.44,16.159,>16.159,99.990,0.395,0.250,g
2459858.71784,2022-10-06.2180079,bG,1.44,16.385,>16.385,99.990,0.240,0.203,g
2459858.71913,2022-10-06.2193045,bG,1.38,16.219,>16.219,99.990,0.603,0.236,g
2459859.75430,2022-10-07.2544807,bk,1.5,16.103,>16.103,99.990,0.562,0.263,g
2459859.75553,2022-10-07.2557167,bk,1.6,16.059,>16.059,99.990,0.144,0.274,g
2459859.75679,2022-10-07.2569680,bk,1.45,15.947,>15.947,99.990,1.347,0.304,g
2459860.72054,2022-10-08.2207394,bk,1.49,15.957,>15.957,99.990,0.079,0.301,g
2459860.72177,2022-10-08.2219743,bk,1.51,15.943,>15.943,99.990,-0.137,0.305,g
2459860.72301,2022-10-08.2232160,bk,1.42,15.738,>15.738,99.990,0.315,0.368,g
