HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459195.54150,2020-12-12.0421365,bH,1.42,16.947,16.466,0.141,0.942,0.121,g
2459195.54281,2020-12-12.0434449,bH,1.39,17.029,16.717,0.164,0.746,0.112,g
2459195.84938,2020-12-12.3500121,bl,1.48,16.626,16.488,0.193,0.922,0.163,g
2459195.85061,2020-12-12.3512444,bl,1.48,16.575,>16.575,99.990,0.654,0.170,g
2459195.85183,2020-12-12.3524640,bl,1.49,16.479,>16.479,99.990,0.455,0.186,g
2459196.64543,2020-12-13.1460663,bl,1.56,17.043,16.741,0.166,0.730,0.111,g
2459196.64667,2020-12-13.1473092,bl,1.53,17.041,16.668,0.155,0.781,0.111,g
2459196.64790,2020-12-13.1485333,bl,1.56,17.085,16.536,0.132,0.882,0.106,g
2459198.58358,2020-12-15.0842297,bH,1.51,17.173,16.490,0.117,0.921,0.098,g
2459198.58488,2020-12-15.0855252,bH,1.48,17.127,16.619,0.137,0.818,0.102,g
2459198.58618,2020-12-15.0868273,bH,1.50,17.345,16.901,0.145,0.631,0.084,g
2459199.28449,2020-12-15.7851415,bp,1.76,16.648,>16.648,99.990,0.671,0.159,g
2459199.28573,2020-12-15.7863833,bp,1.70,16.708,16.470,0.176,0.938,0.151,g
2459199.28697,2020-12-15.7876204,bp,1.73,16.832,16.330,0.138,1.067,0.134,g
2459199.55411,2020-12-16.0547700,bH,2.40,17.078,16.326,0.110,1.070,0.107,g
